osm_id,code,fclass,population,name,objectid2,province,district,tehsil,lat,lng
58568637,1001,city,0,گلگت,207,GILGIT BALTISTAN,GILGIT,GILGIT,35.9208,74.314
58744442,1001,city,2098231,راولپنڈی,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5914,73.0535
58876734,1002,town,33697,لنڈی کوتل,165,FATA,KHYBER AGENCY,LANDI KOTAL,34.1005,71.1469
60907763,1001,city,2027001,گوجرانوالہ,326,PUNJAB,GUJRANWALA,GUJRANWALA CITY,32.1525,74.1934
66298767,1001,city,190425,جہلم,340,PUNJAB,JHELUM,JHELUM,32.9247,73.7194
66319295,1002,town,0,گکھڑ منڈی,329,PUNJAB,GUJRANWALA,WAZIRABAD,32.3042,74.1465
66331528,1001,city,90131,گوجر خان,396,PUNJAB,RAWALPINDI,GUJAR KHAN,33.2543,73.3066
66343643,1050,locality,0,Chaklala Scheme 3,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5858,73.0887
66344252,1010,suburb,0,جی-6,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7154,73.0856
66344722,1010,suburb,0,جی-7,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7066,73.069
66345055,1010,suburb,0,جی-8,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6967,73.0509
66345710,1010,suburb,0,جی-10,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6777,73.0187
66346140,1010,suburb,0,جی-11,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6687,72.9987
66346679,1010,suburb,0,ایف-11,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6844,72.9895
66347043,1010,suburb,0,ایف-10,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6918,73.0067
66348263,1010,suburb,0,ایف-7,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7204,73.0561
66348680,1010,suburb,0,ایف-6,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7286,73.0735
66349814,1010,suburb,0,ای-9,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7155,73.0201
67235921,1010,suburb,0,ایچ-8,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6803,73.062
67236864,1010,suburb,0,ایچ-10,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6625,73.0255
67237197,1010,suburb,0,ایچ-11,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6544,73.0092
67238377,1010,suburb,0,آئ-9,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6597,73.0544
67238871,1010,suburb,0,آئی-10,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6482,73.0369
67239215,1010,suburb,0,آئ-11,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6407,73.0207
81458885,1001,city,1001205,کوئٹہ,130,BALOCHISTAN,QUETTA,QUETTA CITY,30.1958,67.0172
81842063,1002,town,0,اڈیالہ,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.4575,72.9956
81844596,1003,village,0,کھسالہ خورد,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.4395,72.973
89293667,1001,city,263102,نوابشاہ,497,SINDH,SHAHEED BENAZIRABAD,NAWABSHAH,26.2453,68.404
89313928,1001,city,499900,سکھر,505,SINDH,SUKKUR,ROHRI,27.6962,68.8589
89379345,1003,village,0,Sekhat (سیکاٹ),469,SINDH,MATIARI,MATIARI,25.6503,68.4964
89383797,1002,town,65731,ہالا,468,SINDH,MATIARI,HALA,25.8159,68.4259
89394119,1002,town,0,قاضی احمد,496,SINDH,SHAHEED BENAZIRABAD,KAZI AHMED,26.3019,68.1044
89398338,1002,town,0,دولت پور,496,SINDH,SHAHEED BENAZIRABAD,KAZI AHMED,26.5014,67.9728
89400760,1001,city,95398,مورو,480,SINDH,NAUSHAHRO FEROZE,MORO,26.6636,68.0024
89404097,1002,town,0,نوشہرو فیروز,481,SINDH,NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,26.8401,68.1188
89405516,1002,town,0,بھریا,477,SINDH,NAUSHAHRO FEROZE,BHIRIA,26.9103,68.1949
89408903,1002,town,0,کنڈیارو,478,SINDH,NAUSHAHRO FEROZE,KANDIARO,27.0595,68.2104
89411812,1002,town,0,ہنگورجا,463,SINDH,KHAIRPUR,SOBHO DERO,27.21,68.4155
89419829,1002,town,0,رانی پور,463,SINDH,KHAIRPUR,SOBHO DERO,27.287,68.5044
89420944,1002,town,53354,گمبٹ,458,SINDH,KHAIRPUR,KHAIRPUR,27.3524,68.524
89432460,1001,city,183181,خیرپور,458,SINDH,KHAIRPUR,KHAIRPUR,27.5269,68.7594
89437566,1002,town,69920,روہڑی,505,SINDH,SUKKUR,ROHRI,27.6777,68.9124
89442833,1001,city,75805,پنو عاقل,504,SINDH,SUKKUR,PANO AQIL,27.8558,69.1127
89446484,1003,village,0,سرحد,435,SINDH,GHOTKI,GHOTKI,28.0428,69.4181
89460058,1002,town,0,اباڑو,438,SINDH,GHOTKI,UBAURO,28.1646,69.7299
89466380,1001,city,239677,صادق آباد,391,PUNJAB,RAHIM YAR KHAN,SADIQABAD,28.3087,70.1283
89517076,1003,village,0,سنجار پور,391,PUNJAB,RAHIM YAR KHAN,SADIQABAD,28.2506,69.9769
89526336,1002,town,48554,ظاہر پیر,390,PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,28.8127,70.5178
89530682,1002,town,0,خان بیلا,389,PUNJAB,RAHIM YAR KHAN,LIAQAT PUR,28.9619,70.7401
89532583,1003,village,0,Janpur,389,PUNJAB,RAHIM YAR KHAN,LIAQAT PUR,29.0173,70.8174
89534642,1002,town,0,ترنڈہ محمّد پناہ,389,PUNJAB,RAHIM YAR KHAN,LIAQAT PUR,29.0986,70.9098
90056721,1001,city,259358,کوٹری,445,SINDH,JAMSHORO,KOTRI,25.3635,68.3069
90465594,1001,city,138438,گوادر,37,BALOCHISTAN,GWADAR,Gwadar,25.148,62.3255
90529210,1003,village,3917,کامرہ,288,PUNJAB,ATTOCK,ATTOCK,33.8561,72.3941
90536341,1001,city,120131,نوشہرہ,264,KHYBER PAKHTUNKHWA,NOWSHEHRA_,NOWSHERA,34.0156,71.9813
90542617,1002,town,55255,پبی,265,KHYBER PAKHTUNKHWA,NOWSHEHRA_,PABBI,34.0091,71.7972
90551000,1002,town,36653,رسالپور‎,264,KHYBER PAKHTUNKHWA,NOWSHEHRA_,NOWSHERA,34.0644,71.9852
90553405,1001,city,114565,چارسدہ,226,KHYBER PAKHTUNKHWA,CHARSADDA,CHARSADDA,34.1462,71.7337
96043927,1002,town,0,پنڈی بھٹیاں,334,PUNJAB,HAFIZABAD,PINDI BHATTIAN,31.9,73.2714
96043934,1002,town,0,کوٹ مومن,406,PUNJAB,SARGODHA,KOT MOMIN,32.1887,73.0316
96043937,1002,town,0,بھیرہ‎,405,PUNJAB,SARGODHA,BHALWAL,32.482,72.911
96046607,1002,town,0,کلر کہار,311,PUNJAB,CHAKWAL,KALLAR KAHAR,32.7818,72.6994
96897717,1003,village,0,سیدپور,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7425,73.0693
104592878,1010,suburb,0,سٹلائٹ ٹاؤن,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6384,73.0697
104596678,1003,village,0,بھارہ کہو,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7366,73.1886
110248628,1001,city,166652,مریدکے,412,PUNJAB,SHEIKHUPURA,MURIDKE,31.8011,74.2541
110862294,1010,suburb,0,مزنگ,354,PUNJAB,LAHORE,LAHORE CANTT,31.5537,74.3141
114136447,1002,town,0,فتح جنگ,289,PUNJAB,ATTOCK,FATEH JANG,33.5691,72.635
114141293,1001,city,208491,ایبٹ آباد,217,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,34.1436,73.2133
114143790,1001,city,80653,مانسہرہ,259,KHYBER PAKHTUNKHWA,MANSEHRA,MANSEHRA,34.3287,73.1993
115965552,1001,city,138146,چکوال,309,PUNJAB,CHAKWAL,CHAKWAL,32.9328,72.863
115969607,1003,village,0,مصریوٹ,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5163,72.9842
115972447,1002,town,0,کھیوڑہ,341,PUNJAB,JHELUM,PIND DADAN KHAN,32.6307,73.0147
115979652,1002,town,0,پنڈ دادن خان,341,PUNJAB,JHELUM,PIND DADAN KHAN,32.5902,73.0433
117488463,1002,town,25816,مری,400,PUNJAB,RAWALPINDI,MURREE,33.9057,73.3927
122360890,1003,village,0,چکری,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.2927,72.763
212677583,1001,city,149913,مظفر آباد,13,AZAD KASHMIR,MUZAFFARABAD,MUZAFFARABAD,34.3735,73.4702
242111683,1030,farm,0,چک شہزاد فارم,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6639,73.1401
244030016,1001,city,507817,سرگودھا,408,PUNJAB,SARGODHA,SARGODHA,32.089,72.6777
244034854,1001,city,278747,چنیوٹ,314,PUNJAB,CHINIOT,CHINIOT,31.7223,72.9803
245761274,1004,hamlet,0,Sarkari Tala,0,,,,27.7022,70.9423
245761809,1003,village,0,Bahla,0,,,,27.7726,71.4045
245762693,1003,village,0,Kishangarh,0,,,,27.8701,70.5645
245774849,1003,village,0,Teetwal,149,DISPUTED TERRITORY,DISPUTED TERRITORY,DISPUTED TERRITORY,34.3943,73.7741
248176354,1010,suburb,0,ایچ-9,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6728,73.0444
248546565,1003,village,0,ٹھلیاں,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5403,72.9105
248548512,1003,village,0,Dhamial,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5506,73.0197
248573630,1010,suburb,0,جی-4,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7299,73.1274
248785392,1050,locality,0,ویسٹریج 1,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6112,73.0154
248787979,1050,locality,0,Misrial,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5971,72.9966
249752500,1010,suburb,0,غریب آباد,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5953,73.1025
249755874,1010,suburb,0,Chaklala Scheme 1,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5964,73.077
251065497,1001,city,762111,بہاولپور,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.3946,71.6639
251112004,1001,city,117851,لودھراں,361,PUNJAB,LODHRAN,LODHRAN,29.539,71.6344
251156411,1002,town,0,کہروڑپکا,360,PUNJAB,LODHRAN,KARORPACCA,29.6242,71.9168
251165455,1001,city,227059,خانیوال,349,PUNJAB,KHANEWAL,KHANEWAL,30.3023,71.9279
251183523,1001,city,0,احمد پور شرقیہ,299,PUNJAB,BAHAWALPUR,AHMADPUR EAST,29.1437,71.2625
251187754,1002,town,0,لیاقت پور,389,PUNJAB,RAHIM YAR KHAN,LIAQAT PUR,28.9349,70.9516
251189337,1001,city,420419,رحیم یار خان,390,PUNJAB,RAHIM YAR KHAN,RAHIM YAR KHAN,28.4176,70.3036
251315842,1002,town,0,چونگ,355,PUNJAB,LAHORE,LAHORE CITY,31.4326,74.1743
251316205,1002,town,0,مانگا,355,PUNJAB,LAHORE,LAHORE CITY,31.3069,74.0516
251316253,1002,town,0,مانگا منڈی,355,PUNJAB,LAHORE,LAHORE CITY,31.2991,74.0695
251316537,1003,village,0,Kot Asadullah Khan,346,PUNJAB,KASUR,PATTOKI,31.2787,74.0506
251316598,1003,village,0,کلن والا,346,PUNJAB,KASUR,PATTOKI,31.2746,74.0477
251316677,1003,village,0,نتھے خالصہ,346,PUNJAB,KASUR,PATTOKI,31.2676,74.0242
251316988,1002,town,0,پُھول نگر‎,346,PUNJAB,KASUR,PATTOKI,31.2045,73.9404
251317235,1002,town,87737,پتّوكى,346,PUNJAB,KASUR,PATTOKI,31.0211,73.8529
251317236,1003,village,0,جمبر‎,346,PUNJAB,KASUR,PATTOKI,31.1368,73.9179
251318144,1002,town,0,رینالہ خورد,385,PUNJAB,OKARA,RENALA KHURD,30.8783,73.5999
251318194,1001,city,357935,اوکاڑہ,384,PUNJAB,OKARA,OKARA,30.8091,73.4493
251318496,1001,city,389605,ساہِيوال,404,PUNJAB,SAHIWAL,SAHIWAL,30.6715,73.1111
251318946,1003,village,0,Harappa,404,PUNJAB,SAHIWAL,SAHIWAL,30.6331,72.8702
251321140,1001,city,160000,چِچہ وطنى‎,403,PUNJAB,SAHIWAL,CHICHAWATNI,30.5317,72.6914
251322597,1002,town,0,قادر پوراں,370,PUNJAB,MULTAN,MULTAN SADDAR,30.2923,71.6722
251323316,1003,village,0,بستی ملوک‎,370,PUNJAB,MULTAN,MULTAN SADDAR,29.8542,71.5374
251324278,1002,town,0,خانقاہ شریف,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.313,71.5452
251327307,1001,city,100760,میرپور ماتھیلو,437,SINDH,GHOTKI,MIRPUR MATHELO,28.0225,69.5522
252157502,1010,suburb,47285,کھلابٹ,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.0198,72.9096
252157723,1002,town,0,حویلیاں,217,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,34.0519,73.1535
252284826,1002,town,0,نوری آباد,448,SINDH,JAMSHORO,THANO BULA KHAN,25.1632,67.8081
253180210,1001,city,133487,ٹنڈو الہ یار,510,SINDH,TANDO ALLAH YAR,TANDO ALLAH YAR,25.462,68.7198
253182951,1041,county,0,,511,SINDH,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,25.0131,68.4871
253185684,1001,city,175376,حب,98,BALOCHISTAN,LASBELA,HUB,25.0255,66.884
253194818,1003,village,0,Nakka Karri,102,BALOCHISTAN,LASBELA,SONMIANI,25.2507,66.7338
253198811,1002,town,0,وڈھ,79,BALOCHISTAN,KHUZDAR,Wadh Sub,27.3406,66.3715
253255184,1003,village,0,Lajwari Kili,83,BALOCHISTAN,KILLA ABDULLAH,GULISTAN,30.6387,66.6339
253258334,1002,town,0,قلعہ عبداللہ,84,BALOCHISTAN,KILLA ABDULLAH,KILLA ABDULLAH,30.7283,66.6602
253260357,1001,city,123191,چمن,81,BALOCHISTAN,KILLA ABDULLAH,CHAMAN,30.9159,66.4631
253271394,1002,town,0,حسن ابدال,290,PUNJAB,ATTOCK,HASSANABDAL,33.8218,72.6874
253515141,1001,city,150380,جڑانوالہ,322,PUNJAB,FAISALABAD,JARANWALA,31.333,73.4183
253623506,1050,locality,0,گلشن چورنگی,0,SINDH,KARACHI,GULSHAN E IQBAL TOWN,24.9244,67.0916
253626696,1050,locality,0,NIPA Chowrangi,0,SINDH,KARACHI,GULSHAN E IQBAL TOWN,24.9178,67.0971
253634233,1050,locality,0,جیل چورنگی,0,SINDH,KARACHI,JAMSHED TOWN,24.8848,67.0565
253748822,1001,city,0,جوہرآباد,351,PUNJAB,KHUSHAB,KHUSHAB,32.2864,72.2879
253748829,1002,town,20431,شاہ پور صدر,409,PUNJAB,SARGODHA,SHAHPUR,32.2691,72.4717
253748832,1002,town,33605,جھاوریاں,409,PUNJAB,SARGODHA,SHAHPUR,32.3556,72.6251
253888783,1002,town,0,فورٹ منرو,316,PUNJAB,DERA GHAZI KHAN,DE-EXCLUDED AREA D.G.KHAN,29.9253,69.986
253890085,1001,city,399064,ڈیرہ غازی خان,317,PUNJAB,DERA GHAZI KHAN,DERA GHAZI KHAN,30.0321,70.6401
253890164,1001,city,209604,مظفر گڑھ,375,PUNJAB,MUZAFFARGARH,MUZAFFARGARH,30.0743,71.1906
255914091,1010,suburb,0,آئ-8,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6691,73.073
256824759,1002,town,52983,ٹوپی,274,KHYBER PAKHTUNKHWA,SWABI,SWABI,34.0679,72.6221
259671447,1010,suburb,0,ای-8,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7219,73.0349
260280998,1010,suburb,0,جی-13,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6515,72.9621
263383671,1003,village,0,بروتھا,288,PUNJAB,ATTOCK,ATTOCK,33.7755,72.2503
263415398,1003,village,0,جھنگ‬,289,PUNJAB,ATTOCK,FATEH JANG,33.6748,72.6964
263734904,1001,city,146396,اٹک,288,PUNJAB,ATTOCK,ATTOCK,33.7695,72.3611
263746839,1003,village,0,نور پورشاہاں,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7473,73.1094
264987892,1002,town,0,روات,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.4968,73.1944
264990115,1003,village,0,ترنول,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6509,72.9104
264990284,1003,village,0,نوغازی,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6193,72.8772
264990310,1003,village,0,ڈھوک منڈا,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6113,72.862
264990506,1003,village,0,قطبال,289,PUNJAB,ATTOCK,FATEH JANG,33.5955,72.7602
264990652,1003,village,0,Garhi Hasu Khan,289,PUNJAB,ATTOCK,FATEH JANG,33.5892,72.6855
264990909,1003,village,0,حطار,289,PUNJAB,ATTOCK,FATEH JANG,33.5875,72.7137
270894001,1003,village,0,Charr,354,PUNJAB,LAHORE,LAHORE CANTT,31.4754,74.3842
271060147,1010,suburb,0,Farooq Colony,354,PUNJAB,LAHORE,LAHORE CANTT,31.4787,74.3675
271060220,1010,suburb,0,Model Colony,354,PUNJAB,LAHORE,LAHORE CANTT,31.4747,74.3672
271072086,1010,suburb,0,Iqbal Park,354,PUNJAB,LAHORE,LAHORE CANTT,31.4861,74.3808
271105877,1010,suburb,0,Eden Cottages,354,PUNJAB,LAHORE,LAHORE CANTT,31.4842,74.3736
271110610,1010,suburb,0,Fort Villa,354,PUNJAB,LAHORE,LAHORE CANTT,31.4851,74.3797
271166667,1010,suburb,0,Askari Flats,354,PUNJAB,LAHORE,LAHORE CANTT,31.4933,74.3849
271282909,1003,village,0,Keer,354,PUNJAB,LAHORE,LAHORE CANTT,31.4899,74.4028
271286878,1010,suburb,0,Qadri Colony,354,PUNJAB,LAHORE,LAHORE CANTT,31.4826,74.3704
271393672,1003,village,0,Chung Khurad,354,PUNJAB,LAHORE,LAHORE CANTT,31.4799,74.4129
271738715,1010,suburb,0,,354,PUNJAB,LAHORE,LAHORE CANTT,31.48,74.3867
271739587,1010,suburb,0,Punjab Cooperative Housing Society,354,PUNJAB,LAHORE,LAHORE CANTT,31.4589,74.3743
271853824,1003,village,0,Sultan Colony,354,PUNJAB,LAHORE,LAHORE CANTT,31.4686,74.4293
271909212,1002,town,0,گڈانی,97,BALOCHISTAN,LASBELA,GADDANI,25.1191,66.7322
271909223,1002,town,0,اوتھل,103,BALOCHISTAN,LASBELA,UTHAL,25.8072,66.6219
271909233,1002,town,0,بیلا,95,BALOCHISTAN,LASBELA,BELA,26.2268,66.3113
271909244,1001,city,182927,خضدار,74,BALOCHISTAN,KHUZDAR,Khuzdar,27.8,66.6167
271909255,1002,town,25727,اورماڑا,39,BALOCHISTAN,GWADAR,Ormara,25.2106,64.6375
271909260,1002,town,0,پسنی,40,BALOCHISTAN,GWADAR,Pasni,25.2644,63.4723
271909263,1001,city,213557,تربت,67,BALOCHISTAN,KECH,Kech,26.0028,63.0506
271909266,1002,town,0,جیوانی,38,BALOCHISTAN,GWADAR,Jiwani,25.0503,61.7466
271909268,1002,town,0,ڈیرہ بگٹی,30,BALOCHISTAN,DERA BUGTI,Dera Bughti,29.0348,69.1631
271909271,1002,town,0,بھاگ,52,BALOCHISTAN,LEHRI,BHAG,29.0427,67.8236
271909274,1002,town,0,قلات,60,BALOCHISTAN,KALAT,Kalat,29.0291,66.5888
271909276,1002,town,0,دالبندین,26,BALOCHISTAN,CHAGAI,Dalbadin,28.8963,64.4097
271909279,1002,town,0,نوشکی,119,BALOCHISTAN,NUSHKI,NUSHKI_,29.55,66.0167
271909309,1002,town,0,مستونگ,110,BALOCHISTAN,MASTUNG,MASTUNG,29.7991,66.8476
271909314,1001,city,52100,سبی,136,BALOCHISTAN,SIBI,SIBI,29.55,67.8833
271909316,1002,town,0,کوہلو,91,BALOCHISTAN,KOHLU,GIRSANI SUB,29.9,69.25
271909319,1002,town,0,دوکی,104,BALOCHISTAN,LORALAI,Duki,30.1532,68.5706
271909322,1002,town,0,ہرنائی,43,BALOCHISTAN,HARNAI,Khost,30.1005,67.938
271909324,1001,city,0,پشین,127,BALOCHISTAN,PISHIN,PISHIN,30.5829,66.9966
271909327,1001,city,0,لورالائی,105,BALOCHISTAN,LORALAI,Loralai,30.3669,68.6001
271909330,1001,city,46248,ژوب,146,BALOCHISTAN,ZHOB,ZHOB,31.3397,69.4477
271909332,1002,town,0,بارخان,24,BALOCHISTAN,BARKHAN,Barkhan,29.9003,69.523
271958121,1003,village,0,گلمت,209,GILGIT BALTISTAN,HUNZA NAGAR,GOJAL,36.3879,74.8625
271959710,1003,village,0,Passu,209,GILGIT BALTISTAN,HUNZA NAGAR,GOJAL,36.4658,74.8943
272330038,1010,suburb,0,Sec FF Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4628,74.3889
272428081,1002,town,0,سول لائن,354,PUNJAB,LAHORE,LAHORE CANTT,31.5616,74.3355
272431538,1010,suburb,0,Askari Villas,354,PUNJAB,LAHORE,LAHORE CANTT,31.5479,74.3925
272577946,1003,village,0,جلوّ,354,PUNJAB,LAHORE,LAHORE CANTT,31.5762,74.4928
273168869,1003,village,0,امر سدھو,354,PUNJAB,LAHORE,LAHORE CANTT,31.4667,74.3568
273411733,1003,village,0,Hingol,22,BALOCHISTAN,AWARAN,Jhal Jhao Sub,25.5788,65.5756
273463268,1010,suburb,0,Nishat Colony,354,PUNJAB,LAHORE,LAHORE CANTT,31.4915,74.3928
273463726,1010,suburb,0,Super Town,354,PUNJAB,LAHORE,LAHORE CANTT,31.4893,74.3812
273471442,1010,suburb,0,Askari Flats,354,PUNJAB,LAHORE,LAHORE CANTT,31.4969,74.3986
273471549,1010,suburb,0,Ali View,354,PUNJAB,LAHORE,LAHORE CANTT,31.4931,74.4041
273478657,1010,suburb,0,Rehman Gardens,354,PUNJAB,LAHORE,LAHORE CANTT,31.4865,74.4083
273478708,1010,suburb,0,Rehman Villas,354,PUNJAB,LAHORE,LAHORE CANTT,31.4845,74.4108
274088469,1003,village,0,ناران,258,KHYBER PAKHTUNKHWA,MANSEHRA,BALAKOT,34.9045,73.647
274100046,1003,village,0,Kaghan,258,KHYBER PAKHTUNKHWA,MANSEHRA,BALAKOT,34.7806,73.5242
274766983,1010,suburb,0,فیض آباد,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6622,73.0834
274768351,1010,suburb,0,Dhok Kala Khan,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6524,73.09
274768963,1010,suburb,0,Gulshan Dadan Khan,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6537,73.0811
274769318,1010,suburb,0,Shamsabad,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6517,73.0815
274771800,1002,town,0,چاہ سلطان,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6245,73.0724
274773175,1010,suburb,0,Dhok Khabba,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.613,73.0728
275113008,1010,suburb,0,غازى آباد,354,PUNJAB,LAHORE,LAHORE CANTT,31.5587,74.3995
275201318,1002,town,0,كريم آباد,208,GILGIT BALTISTAN,HUNZA NAGAR,ALIABAD,36.3271,74.6593
275277859,1002,town,30000,چلاس,199,GILGIT BALTISTAN,DIAMIR,CHILAS,35.4195,74.0963
275595348,1001,city,82294,شکرگڑھ,381,PUNJAB,NAROWAL,SHAKARGARH,32.2631,75.1605
275919143,1003,village,0,کاہل پائیں,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9342,72.9637
278062233,1003,village,0,Dhok Girja,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5616,72.981
279645187,1001,city,49794,چترال,229,KHYBER PAKHTUNKHWA,CHITRAL,CHITRAL,35.8509,71.7902
279649847,1001,city,358604,مردان,262,KHYBER PAKHTUNKHWA,MARDAN,MARDAN,34.1938,72.0451
279654090,1002,town,80721,تخت بھائی,263,KHYBER PAKHTUNKHWA,MARDAN,TAKHT BHAI,34.2822,71.927
279776192,1002,town,0,دروش,229,KHYBER PAKHTUNKHWA,CHITRAL,CHITRAL,35.5616,71.7976
279777458,1002,town,0,مستوج,230,KHYBER PAKHTUNKHWA,CHITRAL,MASTUJ,36.277,72.5153
279783374,1001,city,228779,کوہاٹ,243,KHYBER PAKHTUNKHWA,KOHAT,KOHAT,33.5967,71.44
279814314,1001,city,1300000,بنوں,219,KHYBER PAKHTUNKHWA,BANNU,BANNU,32.9857,70.6036
279821922,1001,city,217457,ڈیره اسماعیل خان,231,KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN,D.I.KHAN,31.8275,70.9091
279826668,1002,town,0,پنجگور,122,BALOCHISTAN,PANJGUR,PANJGUR,26.9616,64.1153
279827441,1002,town,5502,پاڑہ چنار,168,FATA,KURRAM AGENCY,UPPER KURRAM,33.8968,70.1001
281125675,1001,city,414131,جھنگ,337,PUNJAB,JHANG,JHANG,31.2729,72.3103
281128217,1002,town,0,عبدُالحکِیم‎,348,PUNJAB,KHANEWAL,KABIRWALA,30.5508,72.1275
281128757,1001,city,111403,عارف والہ,386,PUNJAB,PAK PATTAN,ARIFWALA,30.2945,73.0589
281395237,1001,city,473129,شیخوپورہ,414,PUNJAB,SHEIKHUPURA,SHEIKHUPURA,31.7085,73.9864
281396083,1001,city,358409,قصور,344,PUNJAB,KASUR,KASUR,31.1175,74.4478
281399301,1001,city,231797,بورے والا,422,PUNJAB,VEHARI,BUREWALA,30.1588,72.6797
281400410,1001,city,245784,حافظ آباد,333,PUNJAB,HAFIZABAD,HAFIZABAD,32.0725,73.6858
281405781,1001,city,184793,خانپور,388,PUNJAB,RAHIM YAR KHAN,KHAN PUR,28.6477,70.656
281407275,1001,city,157863,گوجرہ,419,PUNJAB,TOBA TEK SINGH,GOJRA,31.1482,72.6859
281407604,1001,city,198609,منڈی بہاؤالدین,363,PUNJAB,MANDI BAHAUDDIN,MANDI BAHAUDDIN,32.5846,73.4914
281408882,1001,city,175170,ڈسکہ,415,PUNJAB,SIALKOT,DASKA,32.3324,74.3525
281409468,1001,city,176693,پاکپتّن,387,PUNJAB,PAK PATTAN,PAK PATTAN,30.3423,73.3892
281410118,1001,city,161033,بہاولنگر,294,PUNJAB,BAHAWALNAGAR,BAHAWALNAGAR,29.9936,73.2528
281413408,1001,city,135641,کمالیہ,420,PUNJAB,TOBA TEK SINGH,KAMALIA,30.727,72.645
281413968,1001,city,129703,کوٹ ادو,374,PUNJAB,MUZAFFARGARH,KOT ADDU,30.4693,70.9679
281415318,1001,city,128060,وزیر آباد,329,PUNJAB,GUJRANWALA,WAZIRABAD,32.4417,74.1182
281434423,1001,city,115536,حاصل پور,302,PUNJAB,BAHAWALPUR,HASILPUR,29.689,72.5525
281435046,1001,city,118883,میانوالی,366,PUNJAB,MIANWALI,MIANWALI,32.5706,71.524
